SOURCE_REPORTING_UNIT_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,OWNER_DESCR,STATE,COUNTY
Sequoia National Forest,1996,2450317.5,235,1930.0,1,Lightning,2450319.5,237.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450277.5,195,1200.0,1,Lightning,2450279.5,197.0,500.0,USFS,CA,
Inyo National Forest,1996,2450293.5,211,1545.0,1,Lightning,2450295.5,213.0,1800.0,USFS,CA,
Inyo National Forest,1996,2450319.5,237,1825.0,1,Lightning,2450321.5,239.0,1700.0,USFS,CA,
Stanislaus National Forest,1996,2450358.5,276,1220.0,1,Lightning,2450361.5,279.0,1200.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450308.5,226,2230.0,1,Lightning,2450310.5,228.0,1700.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450309.5,227,1302.0,1,Lightning,2450312.5,230.0,1800.0,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,1996,2450309.5,227,732.0,1,Lightning,2450313.5,231.0,1600.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450310.5,228,1730.0,1,Lightning,2450312.5,230.0,1700.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450317.5,235,1600.0,1,Lightning,2450321.5,239.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450309.5,227,1005.0,1,Lightning,2450319.5,237.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450309.5,227,700.0,1,Lightning,2450313.5,231.0,2359.0,USFS,CA,
Klamath National Forest,1996,2450277.5,195,1845.0,1,Lightning,2450279.5,197.0,2200.0,USFS,CA,
Klamath National Forest,1996,2450309.5,227,1230.0,1,Lightning,2450323.5,241.0,1100.0,USFS,CA,
Klamath National Forest,1996,2450308.5,226,1905.0,1,Lightning,2450348.5,266.0,1200.0,USFS,CA,
Klamath National Forest,1996,2450309.5,227,830.0,1,Lightning,2450348.5,266.0,1200.0,USFS,CA,
Klamath National Forest,1996,2450312.5,230,1200.0,1,Lightning,2450314.5,232.0,1300.0,USFS,CA,
Klamath National Forest,1996,2450311.5,229,1100.0,1,Lightning,2450319.5,237.0,1400.0,USFS,CA,
Klamath National Forest,1996,2450291.5,209,1705.0,1,Lightning,2450293.5,211.0,800.0,USFS,CA,
Klamath National Forest,1996,2450308.5,226,1900.0,1,Lightning,2450310.5,228.0,1000.0,USFS,CA,
Klamath National Forest,1996,2450309.5,227,1000.0,1,Lightning,2450355.5,273.0,1000.0,USFS,CA,
Klamath National Forest,1996,2450309.5,227,1005.0,1,Lightning,2450311.5,229.0,1600.0,USFS,CA,
Klamath National Forest,1996,2450278.5,196,1830.0,1,Lightning,2450289.5,207.0,800.0,USFS,CA,
Six Rivers National Forest,1996,2450352.5,270,1430.0,7,Arson,2450358.5,276.0,800.0,USFS,CA,
Plumas National Forest,1996,2450239.5,157,1400.0,1,Lightning,2450242.5,160.0,1800.0,USFS,CA,
Plumas National Forest,1996,2450289.5,207,1526.0,2,Equipment Use,2450294.5,212.0,1800.0,STATE OR PRIVATE,CA,
Klamath National Forest,1996,2450310.5,228,1830.0,4,Campfire,2450320.5,238.0,2000.0,USFS,CA,
Klamath National Forest,1996,2450285.5,203,1340.0,1,Lightning,2450290.5,208.0,1700.0,USFS,CA,
Eldorado National Forest,1996,2450362.5,280,1525.0,9,Miscellaneous,2450364.5,282.0,1645.0,USFS,CA,
Lake Tahoe Basin Management Unit,1996,2450328.5,246,2325.0,3,Smoking,2450330.5,248.0,100.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450280.5,198,1600.0,1,Lightning,2450282.5,200.0,1300.0,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,1996,2450308.5,226,1700.0,1,Lightning,2450310.5,228.0,1200.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450366.5,284,1523.0,9,Miscellaneous,2450368.5,286.0,800.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450292.5,210,1615.0,1,Lightning,2450294.5,212.0,1600.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450309.5,227,1745.0,1,Lightning,2450312.5,230.0,1000.0,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,1996,2450309.5,227,1050.0,1,Lightning,2450320.5,238.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450309.5,227,1500.0,1,Lightning,2450320.5,238.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450310.5,228,1650.0,1,Lightning,2450313.5,231.0,1000.0,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,1996,2450309.5,227,700.0,1,Lightning,2450319.5,237.0,1800.0,STATE OR PRIVATE,CA,
Plumas National Forest,1996,2450307.5,225,710.0,1,Lightning,2450309.5,227.0,1800.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,840.0,1,Lightning,2450309.5,227.0,1300.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,1007.0,1,Lightning,2450309.5,227.0,1800.0,USFS,CA,
Plumas National Forest,1996,2450304.5,222,1332.0,2,Equipment Use,2450310.5,228.0,1800.0,STATE OR PRIVATE,CA,
Plumas National Forest,1996,2450307.5,225,710.0,1,Lightning,2450309.5,227.0,1220.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,730.0,1,Lightning,2450309.5,227.0,1800.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,1015.0,1,Lightning,2450309.5,227.0,1200.0,STATE OR PRIVATE,CA,
Plumas National Forest,1996,2450307.5,225,721.0,1,Lightning,2450310.5,228.0,1500.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,1434.0,1,Lightning,2450310.5,228.0,1100.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,1530.0,1,Lightning,2450309.5,227.0,1800.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,804.0,1,Lightning,2450309.5,227.0,1300.0,STATE OR PRIVATE,CA,
Plumas National Forest,1996,2450307.5,225,930.0,1,Lightning,2450309.5,227.0,1430.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,1145.0,1,Lightning,2450309.5,227.0,1700.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,1602.0,1,Lightning,2450311.5,229.0,1000.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,1750.0,1,Lightning,2450309.5,227.0,1600.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,1840.0,1,Lightning,2450309.5,227.0,1930.0,USFS,CA,
Plumas National Forest,1996,2450308.5,226,710.0,1,Lightning,2450310.5,228.0,1430.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,1700.0,1,Lightning,2450309.5,227.0,930.0,USFS,CA,
Plumas National Forest,1996,2450308.5,226,1424.0,1,Lightning,2450310.5,228.0,1700.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,815.0,1,Lightning,2450315.5,233.0,1200.0,USFS,CA,
Stanislaus National Forest,1996,2450309.5,227,700.0,1,Lightning,2450311.5,229.0,1800.0,USFS,CA,
Stanislaus National Forest,1996,2450309.5,227,700.0,1,Lightning,2450338.5,256.0,1800.0,MISSING/NOT SPECIFIED,CA,
Eldorado National Forest,1996,2450307.5,225,1400.0,1,Lightning,2450310.5,228.0,1800.0,USFS,CA,
Eldorado National Forest,1996,2450307.5,225,1200.0,1,Lightning,2450309.5,227.0,1800.0,STATE OR PRIVATE,CA,
Plumas National Forest,1996,2450307.5,225,1230.0,1,Lightning,2450309.5,227.0,1230.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,1000.0,1,Lightning,2450309.5,227.0,1515.0,STATE OR PRIVATE,CA,
Plumas National Forest,1996,2450307.5,225,1428.0,1,Lightning,2450309.5,227.0,1130.0,USFS,CA,
San Bernardino National Forest,1996,2450291.5,209,945.0,1,Lightning,2450293.5,211.0,1800.0,USFS,CA,
San Bernardino National Forest,1996,2450319.5,237,1925.0,1,Lightning,2450325.5,243.0,1800.0,USFS,CA,
San Bernardino National Forest,1996,2450310.5,228,1621.0,2,Equipment Use,2450313.5,231.0,1950.0,USFS,CA,
San Bernardino National Forest,1996,2450114.5,32,423.0,6,Railroad,2450118.5,36.0,1800.0,STATE OR PRIVATE,CA,
Plumas National Forest,1996,2450308.5,226,1615.0,1,Lightning,2450310.5,228.0,1800.0,USFS,CA,
Plumas National Forest,1996,2450308.5,226,1615.0,1,Lightning,2450310.5,228.0,1800.0,USFS,CA,
Plumas National Forest,1996,2450308.5,226,1615.0,1,Lightning,2450310.5,228.0,1400.0,USFS,CA,
Plumas National Forest,1996,2450307.5,225,1631.0,1,Lightning,2450311.5,229.0,1700.0,USFS,CA,
Plumas National Forest,1996,2450320.5,238,800.0,1,Lightning,2450325.5,243.0,1800.0,USFS,CA,
Plumas National Forest,1996,2450321.5,239,1200.0,1,Lightning,2450323.5,241.0,1200.0,USFS,CA,
Sequoia National Forest,1996,2450366.5,284,200.0,7,Arson,2450373.5,291.0,1759.0,OTHER FEDERAL,CA,
Sequoia National Forest,1996,2450313.5,231,100.0,7,Arson,2450325.5,243.0,1759.0,OTHER FEDERAL,CA,
Mendocino National Forest,1996,2450306.5,224,2100.0,7,Arson,2450333.5,251.0,1800.0,USFS,CA,
Tahoe National Forest,1996,2450255.5,173,1906.0,9,Miscellaneous,2450258.5,176.0,1800.0,STATE OR PRIVATE,CA,
Angeles National Forest,1996,2450263.5,181,1525.0,4,Campfire,2450268.5,186.0,1800.0,USFS,CA,
Angeles National Forest,1996,2450264.5,182,1427.0,4,Campfire,2450266.5,184.0,1820.0,USFS,CA,
Angeles National Forest,1996,2450276.5,194,1400.0,2,Equipment Use,2450284.5,202.0,1800.0,USFS,CA,
Angeles National Forest,1996,2450319.5,237,1730.0,7,Arson,2450323.5,241.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1996,2450309.5,227,1030.0,1,Lightning,2450316.5,234.0,1800.0,USFS,CA,
Tahoe National Forest,1996,2450307.5,225,1640.0,1,Lightning,2450309.5,227.0,900.0,STATE OR PRIVATE,CA,
Stanislaus National Forest,1996,2450391.5,309,700.0,7,Arson,2450401.5,319.0,1001.0,USFS,CA,
Sierra National Forest,1996,2450275.5,193,1506.0,1,Lightning,2450277.5,195.0,1035.0,USFS,CA,
Sierra National Forest,1996,2450277.5,195,1646.0,1,Lightning,2450280.5,198.0,1100.0,USFS,CA,
Sierra National Forest,1996,2450287.5,205,1700.0,1,Lightning,2450290.5,208.0,1900.0,USFS,CA,
Sierra National Forest,1996,2450296.5,214,1536.0,9,Miscellaneous,2450303.5,221.0,1800.0,USFS,CA,
Sierra National Forest,1996,2450351.5,269,1201.0,4,Campfire,2450353.5,271.0,1400.0,USFS,CA,
Sierra National Forest,1996,2450312.5,230,1921.0,7,Arson,2450314.5,232.0,1800.0,STATE OR PRIVATE,CA,
Sierra National Forest,1996,2450306.5,224,1716.0,1,Lightning,2450308.5,226.0,1300.0,USFS,CA,
Sierra National Forest,1996,2450307.5,225,2130.0,1,Lightning,2450309.5,227.0,1200.0,USFS,CA,
Sierra National Forest,1996,2450308.5,226,1909.0,1,Lightning,2450310.5,228.0,1600.0,USFS,CA,
Lake Tahoe Basin Management Unit,1996,2450358.5,276,1712.0,1,Lightning,2450360.5,278.0,1502.0,USFS,CA,
Los Padres National Forest,1996,2450201.5,119,1330.0,9,Miscellaneous,2450207.5,125.0,1800.0,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,1996,2450260.5,178,1337.0,2,Equipment Use,2450262.5,180.0,1700.0,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,1996,2450263.5,181,1647.0,9,Miscellaneous,2450270.5,188.0,1800.0,USFS,CA,
San Bernardino National Forest,1996,2450265.5,183,1615.0,7,Arson,2450270.5,188.0,600.0,USFS,CA,
San Bernardino National Forest,1996,2450304.5,222,1248.0,9,Miscellaneous,2450306.5,224.0,1800.0,USFS,CA,
San Bernardino National Forest,1996,2450321.5,239,430.0,1,Lightning,2450326.5,244.0,1800.0,USFS,CA,
San Bernardino National Forest,1996,2450317.5,235,132.0,7,Arson,2450320.5,238.0,800.0,MISSING/NOT SPECIFIED,CA,
Eldorado National Forest,1996,2450307.5,225,1530.0,1,Lightning,2450310.5,228.0,1800.0,USFS,CA,
Angeles National Forest,1996,2450321.5,239,1250.0,7,Arson,2450330.5,248.0,2359.0,MISSING/NOT SPECIFIED,CA,
Angeles National Forest,1996,2450327.5,245,1100.0,3,Smoking,2450329.5,247.0,1800.0,USFS,CA,
Los Padres National Forest,1996,2450267.5,185,1321.0,2,Equipment Use,2450270.5,188.0,1000.0,MISSING/NOT SPECIFIED,CA,
Los Padres National Forest,1996,2450275.5,193,1238.0,1,Lightning,2450280.5,198.0,1800.0,USFS,CA,
Los Padres National Forest,1996,2450310.5,228,1417.0,2,Equipment Use,2450320.5,238.0,800.0,MISSING/NOT SPECIFIED,CA,
Los Padres National Forest,1996,2450316.5,234,1620.0,9,Miscellaneous,2450318.5,236.0,1800.0,USFS,CA,
Los Padres National Forest,1996,2450299.5,217,1401.0,5,Debris Burning,2450302.5,220.0,2359.0,STATE OR PRIVATE,CA,
Los Padres National Forest,1996,2450363.5,281,2215.0,7,Arson,2450374.5,292.0,1800.0,USFS,CA,
Los Padres National Forest,1996,2450374.5,292,1535.0,9,Miscellaneous,2450386.5,304.0,1800.0,USFS,CA,
Cleveland National Forest,1996,2450349.5,267,1100.0,9,Miscellaneous,2450361.5,279.0,1800.0,STATE OR PRIVATE,CA,
Cleveland National Forest,1996,2450244.5,162,1330.0,4,Campfire,2450246.5,164.0,1800.0,STATE OR PRIVATE,CA,
Klamath National Forest,1996,2450308.5,226,1800.0,1,Lightning,2450310.5,228.0,1100.0,USFS,CA,
Klamath National Forest,1996,2450308.5,226,0.0,1,Lightning,2450311.5,229.0,1200.0,USFS,CA,
Klamath National Forest,1996,2450296.5,214,1230.0,1,Lightning,2450298.5,216.0,900.0,USFS,CA,
Klamath National Forest,1996,2450308.5,226,1900.0,1,Lightning,2450310.5,228.0,1800.0,USFS,CA,
Klamath National Forest,1996,2450308.5,226,1930.0,1,Lightning,2450310.5,228.0,1800.0,USFS,CA,
Cleveland National Forest,1996,2450179.5,97,1505.0,7,Arson,2450181.5,99.0,1800.0,OTHER FEDERAL,CA,
Cleveland National Forest,1996,2450395.5,313,1937.0,3,Smoking,2450399.5,317.0,1800.0,USFS,CA,
San Bernardino National Forest,1996,2450318.5,236,1522.0,1,Lightning,2450320.5,238.0,1800.0,USFS,CA,
San Bernardino National Forest,1996,2450321.5,239,1144.0,1,Lightning,2450324.5,242.0,1800.0,USFS,CA,
San Bernardino National Forest,1996,2450235.5,153,1205.0,7,Arson,2450237.5,155.0,1800.0,OTHER FEDERAL,CA,
Plumas National Forest,1997,2450579.5,131,1800.0,1,Lightning,2450581.5,133.0,1600.0,USFS,CA,
Angeles National Forest,1997,2450557.5,109,1230.0,9,Miscellaneous,2450562.5,114.0,1700.0,USFS,CA,
Stanislaus National Forest,1997,2450579.5,131,1615.0,1,Lightning,2450582.5,134.0,1200.0,USFS,CA,
Stanislaus National Forest,1997,2450579.5,131,1615.0,1,Lightning,2450584.5,136.0,1200.0,USFS,CA,
Stanislaus National Forest,1997,2450579.5,131,1615.0,1,Lightning,2450584.5,136.0,1200.0,USFS,CA,
Stanislaus National Forest,1997,2450579.5,131,1615.0,1,Lightning,2450584.5,136.0,1200.0,USFS,CA,
Modoc National Forest,1997,2450531.5,83,1300.0,7,Arson,2450540.5,92.0,1300.0,USFS,CA,
Tahoe National Forest,1997,2450589.5,141,1535.0,5,Debris Burning,2450591.5,143.0,1800.0,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,1997,2450578.5,130,1700.0,1,Lightning,2450580.5,132.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1997,2450631.5,183,1550.0,1,Lightning,2450634.5,186.0,1600.0,USFS,CA,
Sequoia National Forest,1997,2450576.5,128,1701.0,1,Lightning,2450582.5,134.0,1900.0,OTHER FEDERAL,CA,
Sequoia National Forest,1997,2450579.5,131,1030.0,1,Lightning,2450582.5,134.0,1900.0,OTHER FEDERAL,CA,
Sequoia National Forest,1997,2450577.5,129,1701.0,1,Lightning,2450583.5,135.0,1900.0,OTHER FEDERAL,CA,
Sequoia National Forest,1997,2450577.5,129,1910.0,1,Lightning,2450580.5,132.0,1200.0,OTHER FEDERAL,CA,
Sequoia National Forest,1997,2450579.5,131,1830.0,1,Lightning,2450583.5,135.0,1900.0,OTHER FEDERAL,CA,
Sequoia National Forest,1997,2450575.5,127,1800.0,1,Lightning,2450578.5,130.0,1800.0,USFS,CA,
Eldorado National Forest,1997,2450585.5,137,1700.0,1,Lightning,2450587.5,139.0,1800.0,USFS,CA,
Eldorado National Forest,1997,2450608.5,160,1400.0,1,Lightning,2450610.5,162.0,1700.0,USFS,CA,
Sequoia National Forest,1997,2450576.5,128,1538.0,1,Lightning,2450584.5,136.0,1900.0,OTHER FEDERAL,CA,
Sequoia National Forest,1997,2450549.5,101,1500.0,9,Miscellaneous,2450551.5,103.0,1800.0,USFS,CA,
Sequoia National Forest,1997,2450555.5,107,1538.0,9,Miscellaneous,2450586.5,138.0,600.0,OTHER FEDERAL,CA,
Klamath National Forest,1997,2450611.5,163,1800.0,1,Lightning,2450615.5,167.0,1500.0,STATE OR PRIVATE,CA,
Sierra National Forest,1997,2450537.5,89,1254.0,5,Debris Burning,2450552.5,104.0,1800.0,USFS,CA,
Sequoia National Forest,1997,2450650.5,202,1900.0,1,Lightning,2450652.5,204.0,1500.0,USFS,CA,
Modoc National Forest,1997,2450656.5,208,1248.0,1,Lightning,2450658.5,210.0,1300.0,USFS,CA,
Modoc National Forest,1997,2450647.5,199,1653.0,1,Lightning,2450649.5,201.0,1400.0,USFS,CA,
Modoc National Forest,1997,2450656.5,208,2030.0,1,Lightning,2450659.5,211.0,2100.0,USFS,CA,
Modoc National Forest,1997,2450657.5,209,1300.0,1,Lightning,2450660.5,212.0,1200.0,USFS,CA,
Stanislaus National Forest,1997,2450657.5,209,1605.0,1,Lightning,2450665.5,217.0,1600.0,USFS,CA,
Humboldt-Toiyabe National Forest,1997,2450579.5,131,1630.0,1,Lightning,2450581.5,133.0,1430.0,USFS,CA,
Humboldt-Toiyabe National Forest,1997,2450664.5,216,1500.0,1,Lightning,2450666.5,218.0,1200.0,USFS,CA,
Humboldt-Toiyabe National Forest,1997,2450561.5,113,1225.0,6,Railroad,2450564.5,116.0,1315.0,STATE OR PRIVATE,CA,
San Bernardino National Forest,1997,2450585.5,137,1821.0,1,Lightning,2450587.5,139.0,1500.0,USFS,CA,
San Bernardino National Forest,1997,2450618.5,170,1210.0,4,Campfire,2450620.5,172.0,900.0,USFS,CA,
Humboldt-Toiyabe National Forest,1997,2450661.5,213,1610.0,1,Lightning,2450663.5,215.0,1800.0,USFS,CA,
Humboldt-Toiyabe National Forest,1997,2450656.5,208,1800.0,1,Lightning,2450661.5,213.0,2000.0,USFS,CA,
Eldorado National Forest,1997,2450659.5,211,1715.0,1,Lightning,2450661.5,213.0,1130.0,USFS,CA,
Klamath National Forest,1997,2450630.5,182,1630.0,5,Debris Burning,2450652.5,204.0,1900.0,USFS,CA,
Klamath National Forest,1997,2450589.5,141,1100.0,9,Miscellaneous,2450591.5,143.0,1400.0,USFS,CA,
Eldorado National Forest,1997,2450659.5,211,1800.0,1,Lightning,2450662.5,214.0,1645.0,USFS,CA,
Stanislaus National Forest,1997,2450673.5,225,1100.0,1,Lightning,2450675.5,227.0,1000.0,USFS,CA,
Klamath National Forest,1997,2450657.5,209,1730.0,1,Lightning,2450665.5,217.0,1400.0,USFS,CA,
Klamath National Forest,1997,2450655.5,207,1817.0,1,Lightning,2450657.5,209.0,2145.0,STATE OR PRIVATE,CA,
Klamath National Forest,1997,2450660.5,212,2000.0,1,Lightning,2450663.5,215.0,800.0,MISSING/NOT SPECIFIED,CA,
Klamath National Forest,1997,2450588.5,140,933.0,9,Miscellaneous,2450590.5,142.0,1900.0,USFS,CA,
Lake Tahoe Basin Management Unit,1997,2450657.5,209,1856.0,1,Lightning,2450661.5,213.0,1800.0,USFS,CA,
Stanislaus National Forest,1997,2450690.5,242,1838.0,3,Smoking,2450692.5,244.0,1200.0,USFS,CA,
Tahoe National Forest,1997,2450679.5,231,1400.0,1,Lightning,2450681.5,233.0,1200.0,STATE OR PRIVATE,CA,
Klamath National Forest,1997,2450657.5,209,1800.0,1,Lightning,2450669.5,221.0,1400.0,USFS,CA,
Los Padres National Forest,1997,2450664.5,216,1429.0,9,Miscellaneous,2450676.5,228.0,1759.0,STATE OR PRIVATE,CA,
Los Padres National Forest,1997,2450696.5,248,2230.0,9,Miscellaneous,2450699.5,251.0,1000.0,USFS,CA,
Stanislaus National Forest,1997,2450661.5,213,1000.0,1,Lightning,2450696.5,248.0,950.0,USFS,CA,
Rogue River-Siskiyou National Forest,1997,2450694.5,246,1230.0,1,Lightning,2450696.5,248.0,1630.0,USFS,CA,
Sequoia National Forest,1997,2450662.5,214,945.0,1,Lightning,2450693.5,245.0,1400.0,USFS,CA,
Sequoia National Forest,1997,2450664.5,216,800.0,1,Lightning,2450666.5,218.0,800.0,USFS,CA,
Sequoia National Forest,1997,2450666.5,218,930.0,1,Lightning,2450672.5,224.0,1800.0,USFS,CA,
Modoc National Forest,1997,2450679.5,231,1505.0,2,Equipment Use,2450682.5,234.0,1500.0,USFS,CA,
Sierra National Forest,1997,2450586.5,138,1100.0,1,Lightning,2450590.5,142.0,1800.0,USFS,CA,
Sierra National Forest,1997,2450586.5,138,1230.0,1,Lightning,2450599.5,151.0,1800.0,USFS,CA,
Sierra National Forest,1997,2450586.5,138,1300.0,1,Lightning,2450599.5,151.0,1800.0,USFS,CA,
Sierra National Forest,1997,2450587.5,139,1535.0,1,Lightning,2450589.5,141.0,1232.0,USFS,CA,
Sierra National Forest,1997,2450685.5,237,1625.0,1,Lightning,2450692.5,244.0,1200.0,USFS,CA,
Sierra National Forest,1997,2450579.5,131,1054.0,1,Lightning,2450589.5,141.0,1400.0,USFS,CA,
Sierra National Forest,1997,2450587.5,139,1629.0,1,Lightning,2450590.5,142.0,900.0,MISSING/NOT SPECIFIED,CA,
Humboldt-Toiyabe National Forest,1997,2450668.5,220,1547.0,1,Lightning,2450672.5,224.0,1800.0,USFS,CA,
Sequoia National Forest,1997,2450697.5,249,1330.0,1,Lightning,2450700.5,252.0,1800.0,STATE OR PRIVATE,CA,
Lassen National Forest,1997,2450664.5,216,1250.0,1,Lightning,2450669.5,221.0,900.0,MISSING/NOT SPECIFIED,CA,
Sierra National Forest,1997,2450656.5,208,900.0,1,Lightning,2450658.5,210.0,1114.0,USFS,CA,
Cleveland National Forest,1997,2450712.5,264,1010.0,9,Miscellaneous,2450714.5,266.0,1800.0,MISSING/NOT SPECIFIED,CA,
Sequoia National Forest,1997,2450696.5,248,1930.0,1,Lightning,2450698.5,250.0,1000.0,USFS,CA,
Sequoia National Forest,1997,2450715.5,267,1440.0,9,Miscellaneous,2450718.5,270.0,1000.0,USFS,CA,
Sequoia National Forest,1997,2450694.5,246,715.0,1,Lightning,2450696.5,248.0,1600.0,USFS,CA,
Sequoia National Forest,1997,2450693.5,245,1300.0,1,Lightning,2450695.5,247.0,1200.0,USFS,CA,
Mendocino National Forest,1997,2450564.5,116,2100.0,7,Arson,2450566.5,118.0,1200.0,STATE OR PRIVATE,CA,
Mendocino National Forest,1997,2450657.5,209,1819.0,1,Lightning,2450659.5,211.0,1800.0,USFS,CA,
Mendocino National Forest,1997,2450711.5,263,1445.0,7,Arson,2450713.5,265.0,1.0,USFS,CA,
Sequoia National Forest,1997,2450715.5,267,1430.0,7,Arson,2450719.5,271.0,1800.0,STATE OR PRIVATE,CA,
Sequoia National Forest,1997,2450697.5,249,1515.0,1,Lightning,2450699.5,251.0,1700.0,USFS,CA,
Siskiyou National Forest,1997,2450701.5,253,1440.0,1,Lightning,2450703.5,255.0,1150.0,USFS,CA,
Cleveland National Forest,1997,2450693.5,245,1520.0,1,Lightning,2450695.5,247.0,1800.0,STATE OR PRIVATE,CA,
Cleveland National Forest,1997,2450735.5,287,1920.0,7,Arson,2450737.5,289.0,600.0,USFS,CA,
Cleveland National Forest,1997,2450746.5,298,1015.0,4,Campfire,2450748.5,300.0,1800.0,STATE OR PRIVATE,CA,
Cleveland National Forest,1997,2450734.5,286,2314.0,5,Debris Burning,2450741.5,293.0,1800.0,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,1997,2450691.5,243,1115.0,4,Campfire,2450694.5,246.0,800.0,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,1997,2450714.5,266,1336.0,8,Children,2450719.5,271.0,600.0,USFS,CA,
Cleveland National Forest,1997,2450754.5,306,1258.0,4,Campfire,2450756.5,308.0,1800.0,USFS,CA,
Sequoia National Forest,1997,2450669.5,221,1000.0,1,Lightning,2450678.5,230.0,1800.0,USFS,CA,
Eldorado National Forest,1997,2450741.5,293,910.0,9,Miscellaneous,2450743.5,295.0,1800.0,USFS,CA,
Plumas National Forest,1997,2450741.5,293,430.0,9,Miscellaneous,2450747.5,299.0,1800.0,STATE OR PRIVATE,CA,
Six Rivers National Forest,1997,2450747.5,299,1200.0,9,Miscellaneous,2450751.5,303.0,1000.0,USFS,CA,
San Bernardino National Forest,1997,2450713.5,265,1348.0,7,Arson,2450716.5,268.0,1800.0,USFS,CA,
San Bernardino National Forest,1997,2450704.5,256,1338.0,9,Miscellaneous,2450711.5,263.0,1800.0,USFS,CA,
Angeles National Forest,1997,2450579.5,131,1357.0,1,Lightning,2450583.5,135.0,1900.0,USFS,CA,
